,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
29048,2013-04-10 07:30:00.000000154,7.0,2013-04-10 07:30:00 UTC,-73.99000699999998,40.756742,-73.973875,40.762857,5
1722,2011-04-24 20:26:21.0000004,7.3,2011-04-24 20:26:21 UTC,-73.990189,40.716412,-73.989789,40.733913,2
58583,2011-06-13 13:29:12.0000001,2.5,2011-06-13 13:29:12 UTC,-73.901887,40.763994,-73.901887,40.763994,1
41945,2012-05-12 09:59:00.000000143,3.7,2012-05-12 09:59:00 UTC,-73.939975,40.793905,-73.94138199999998,40.796112,1
40009,2010-06-05 02:57:26.0000002,3.7,2010-06-05 02:57:26 UTC,-73.950685,40.715958,-73.951799,40.711741,1
2784,2015-04-28 11:05:47.0000003,37.5,2015-04-28 11:05:47 UTC,-73.86378479003906,40.76964950561523,-73.99280548095702,40.72146606445313,5
2108,2012-04-11 07:08:00.000000117,18.1,2012-04-11 07:08:00 UTC,-73.95098,40.825935,-73.955138,40.76406,1
76200,2010-10-28 18:29:00.000000119,7.7,2010-10-28 18:29:00 UTC,-73.982173,40.768107,-73.97849699999998,40.75711,1
5523,2009-07-31 13:45:00.00000056,4.1,2009-07-31 13:45:00 UTC,-74.002567,40.739523,-73.994132,40.739588,1
90071,2009-03-19 21:28:00.000000226,9.3,2009-03-19 21:28:00 UTC,-73.948237,40.782272,-73.975157,40.75083,5
37470,2012-05-02 06:39:00.00000086,24.1,2012-05-02 06:39:00 UTC,-73.95265500000002,40.776602,-73.871122,40.771795,1
75429,2014-04-21 14:07:00.0000007,7.0,2014-04-21 14:07:00 UTC,-73.97426,40.7596,-73.959795,40.761137,1
68628,2013-07-18 18:42:42.0000007,12.0,2013-07-18 18:42:42 UTC,-73.966164,40.754697,-73.98515400000002,40.747,1
10448,2014-07-18 22:19:26.0000002,7.0,2014-07-18 22:19:26 UTC,-73.978962,40.736445,-73.988709,40.727166,2
30503,2013-09-20 16:49:00.000000158,5.5,2013-09-20 16:49:00 UTC,-73.961678,40.80102700000001,-73.97075799999998,40.794262,5
55406,2014-05-13 20:48:00.00000040,6.0,2014-05-13 20:48:00 UTC,-73.989932,40.73807,-73.99471199999998,40.729117,1
19351,2011-08-30 14:12:10.0000004,8.9,2011-08-30 14:12:10 UTC,-73.969348,40.760824,-73.993713,40.73431400000001,1
37674,2009-01-10 03:07:18.0000001,15.0,2009-01-10 03:07:18 UTC,-73.99758800000002,40.761371,-73.98403,40.721467,1
45658,2010-04-09 21:21:26.0000004,12.1,2010-04-09 21:21:26 UTC,-73.98807099999998,40.738284,-73.97842,40.782993,1
97444,2011-12-22 18:31:33.0000002,9.3,2011-12-22 18:31:33 UTC,-73.988935,40.736621,-73.970951,40.763675,1
34402,2009-05-04 11:15:54.0000001,28.9,2009-05-04 11:15:54 UTC,-73.874443,40.774039,-73.977725,40.76455,1
13880,2015-02-13 12:34:52.0000008,6.0,2015-02-13 12:34:52 UTC,-73.99368286132812,40.7469367980957,-74.00446319580078,40.74158096313477,1
86429,2011-05-20 01:51:00.0000004,4.9,2011-05-20 01:51:00 UTC,-73.996545,40.744687,-74.005645,40.740153,5
66687,2010-08-09 14:51:40.0000001,9.7,2010-08-09 14:51:40 UTC,-73.964987,40.806741,-73.938213,40.796476,1
17313,2014-12-18 14:25:00.000000116,6.5,2014-12-18 14:25:00 UTC,-73.96544,40.76311,-73.95388,40.77971,1
67986,2012-02-10 21:59:55.0000002,10.1,2012-02-10 21:59:55 UTC,-73.95500200000002,40.76917,-73.97160500000003,40.798752,1
68007,2011-05-13 15:56:17.0000002,3.7,2011-05-13 15:56:17 UTC,-73.981962,40.778647,-73.976855,40.784818,2
24345,2012-05-01 16:42:07.0000004,28.9,2012-05-01 16:42:07 UTC,-73.972612,40.759423,-73.865491,40.770888,1
13965,2009-01-25 23:21:00.00000028,6.1,2009-01-25 23:21:00 UTC,-73.981538,40.778623,-73.960895,40.775833,5
46568,2012-10-23 08:38:00.000000161,15.0,2012-10-23 08:38:00 UTC,-73.97254000000002,40.75656,-74.00885500000003,40.7312,1
99312,2010-06-11 21:49:00.00000015,13.7,2010-06-11 21:49:00 UTC,-73.99082299999998,40.752067,-73.941695,40.804147,4
25806,2012-05-08 12:25:00.00000043,14.9,2012-05-08 12:25:00 UTC,-73.97014,40.762992,-73.985865,40.719442,2
11505,2014-12-04 15:04:00.0000002,7.5,2014-12-04 15:04:00 UTC,-73.96882,40.791007,-73.982292,40.783202,6
2310,2013-10-09 17:36:00.000000113,8.5,2013-10-09 17:36:00 UTC,-73.963677,40.772037,-73.947353,40.77620200000001,1
1072,2014-11-22 15:18:14.0000001,25.5,2014-11-22 15:18:14 UTC,-73.957542,40.769816,-73.997742,40.741299,1
3343,2014-03-14 15:09:32.0000001,10.5,2014-03-14 15:09:32 UTC,-73.993645,40.747823,-73.99249,40.756383,1
3997,2015-01-16 18:44:59.0000001,13.5,2015-01-16 18:44:59 UTC,-73.99820709228516,40.717041015625,-73.99996948242188,40.737876892089844,4
39456,2014-08-04 12:58:21.0000001,6.0,2014-08-04 12:58:21 UTC,-73.986878,40.756457,-73.983297,40.762669,2
99385,2010-04-06 14:05:09.0000003,24.1,2010-04-06 14:05:09 UTC,-73.995825,40.76433,-73.983145,40.74476,2
16020,2012-09-05 18:12:00.00000062,9.5,2012-09-05 18:12:00 UTC,-73.987622,40.744245,-73.990593,40.754972,2
27605,2011-02-24 12:49:58.0000004,5.3,2011-02-24 12:49:58 UTC,-73.970157,40.796655,-73.960603,40.812347,4
41555,2015-01-05 17:57:54.0000008,8.5,2015-01-05 17:57:54 UTC,-73.98817443847656,40.74858474731445,-74.0042953491211,40.742374420166016,1
47528,2013-07-21 01:21:00.00000094,13.5,2013-07-21 01:21:00 UTC,-73.97121,40.758995,-73.986398,40.722365,3
67078,2012-10-27 20:21:00.000000206,8.5,2012-10-27 20:21:00 UTC,-73.990215,40.747352,-74.007525,40.743037,1
69861,2010-06-04 05:02:27.0000001,19.3,2010-06-04 05:02:27 UTC,-73.956574,40.770989,-73.993735,40.692513,2
83433,2010-10-30 20:55:00.000000268,21.7,2010-10-30 20:55:00 UTC,-74.01474300000002,40.715917,-73.947422,40.78456,4
61111,2009-08-19 16:02:44.0000002,14.9,2009-08-19 16:02:44 UTC,-73.993052,40.752782,-74.003167,40.70835,1
10287,2014-02-11 21:07:00.00000051,7.0,2014-02-11 21:07:00 UTC,-73.99135799999998,40.729967,-73.99488199999998,40.721397,5
51543,2013-08-08 07:24:00.00000048,4.5,2013-08-08 07:24:00 UTC,-73.998362,40.72461,-74.002825,40.71820200000001,5
45047,2011-03-08 23:53:00.00000038,6.1,2011-03-08 23:53:00 UTC,-73.977358,40.75868300000001,-73.95652700000002,40.771585,2
45635,2013-07-17 13:06:00.00000026,22.0,2013-07-17 13:06:00 UTC,-73.863935,40.76997,-73.95480699999997,40.716962,5
59821,2014-03-14 12:23:00.00000093,4.0,2014-03-14 12:23:00 UTC,-73.983802,40.75496500000001,-73.98142299999998,40.76185200000001,1
72508,2011-03-22 23:36:00.00000010,18.1,2011-03-22 23:36:00 UTC,-73.963895,40.770642,-74.00876,40.714092,1
63769,2012-08-05 08:53:35.0000002,10.9,2012-08-05 08:53:35 UTC,-73.97206700000002,40.786636,-73.99593,40.769198,1
93920,2013-07-16 09:15:00.00000042,8.5,2013-07-16 09:15:00 UTC,-74.007653,40.73252,-73.992118,40.741832,1
26882,2010-04-20 20:56:58.0000003,8.1,2010-04-20 20:56:58 UTC,-73.991867,40.725839,-74.005962,40.743203,1
10268,2013-05-04 15:29:00.00000099,40.0,2013-05-04 15:29:00 UTC,-73.86282,40.768797,-73.834825,40.71683,1
78929,2012-01-28 12:28:44.0000001,15.7,2012-01-28 12:28:44 UTC,-73.95371800000002,40.775275,-74.003683,40.722455,3
32157,2011-06-28 20:41:00.000000225,8.1,2011-06-28 20:41:00 UTC,-73.98983199999998,40.729647,-73.994217,40.75128,1
11631,2012-04-19 23:37:00.000000123,3.3,2012-04-19 23:37:00 UTC,-73.993897,40.751732,-73.99128499999998,40.756043,1
63682,2011-09-07 15:29:27.0000004,6.1,2011-09-07 15:29:27 UTC,-73.99249,40.724013,-73.989642,40.714097,1
81281,2010-09-28 14:10:29.0000003,4.1,2010-09-28 14:10:29 UTC,-73.97940899999998,40.776761,-73.979925,40.782226,1
72,2014-12-12 17:06:00.000000113,13.5,2014-12-12 17:06:00 UTC,-73.971017,40.764222,-73.966367,40.801635,3
80689,2010-08-24 02:13:01.0000001,5.3,2010-08-24 02:13:01 UTC,0.0,0.0,0.0,0.0,1
39057,2009-07-17 09:00:48.0000005,10.1,2009-07-17 09:00:48 UTC,-74.00617700000002,40.739855,-73.98119799999998,40.774982,1
57450,2010-03-16 00:31:00.00000096,22.5,2010-03-16 00:31:00 UTC,-74.001193,40.729152,-73.95436,40.822388,1
23972,2010-04-06 18:54:38.0000002,4.1,2010-04-06 18:54:38 UTC,-73.96387,40.808246,-73.96851,40.79917,1
66146,2014-01-17 21:57:37.0000004,6.5,2014-01-17 21:57:37 UTC,-73.99061800000001,40.751413,-74.00154,40.735662,2
51479,2012-09-16 01:01:00.000000130,18.0,2012-09-16 01:01:00 UTC,-73.980427,40.764682,-74.006013,40.711917,1
42320,2013-04-15 23:13:16.0000001,6.0,2013-04-15 23:13:16 UTC,-73.970424,40.756486,-73.96204,40.761194,1
56261,2014-09-12 09:47:00.000000176,15.0,2014-09-12 09:47:00 UTC,-73.985442,40.752992,-73.994917,40.760197,1
54662,2012-01-05 15:54:00.00000048,8.9,2012-01-05 15:54:00 UTC,-73.958733,40.760115,-73.980112,40.77306,1
95050,2009-06-22 16:59:34.0000001,4.5,2009-06-22 16:59:34 UTC,-73.990143,40.740863,-73.986986,40.733547,1
47685,2014-10-16 06:54:00.000000114,8.0,2014-10-16 06:54:00 UTC,-73.994215,40.755832,-73.97196,40.759195,1
73806,2013-03-02 01:38:45.0000001,7.5,2013-03-02 01:38:45 UTC,-73.9765,40.748347,-73.959562,40.771371,1
12370,2010-04-29 18:44:59.0000003,15.3,2010-04-29 18:44:59 UTC,-73.983909,40.721209,-73.987388,40.759423,1
53182,2013-01-26 10:05:04.0000001,18.0,2013-01-26 10:05:04 UTC,-73.994376,40.698212,-73.980228,40.755032,1
56213,2013-05-03 10:19:00.00000065,4.0,2013-05-03 10:19:00 UTC,-73.94929499999998,40.781372,-73.954545,40.774,1
25551,2012-12-13 12:52:09.0000006,11.0,2012-12-13 12:52:09 UTC,-73.94584,40.773626,-73.971889,40.758512,1
77483,2012-03-23 12:09:00.00000026,10.1,2012-03-23 12:09:00 UTC,-73.969303,40.785472,-73.976297,40.75989000000001,5
15753,2013-04-28 18:22:00.000000180,3.5,2013-04-28 18:22:00 UTC,-73.956755,40.778025,-73.962075,40.77644,1
43800,2011-09-14 13:20:43.0000001,8.5,2011-09-14 13:20:43 UTC,-73.991277,40.717068,-73.99940500000002,40.735897,2
48631,2009-02-05 20:39:34.0000001,10.1,2009-02-05 20:39:34 UTC,-73.970832,40.758253,-74.000727,40.729858,1
3547,2014-06-03 11:10:27.0000002,11.5,2014-06-03 11:10:27 UTC,-73.955226,40.782193,-73.97119599999998,40.766669,1
77052,2015-06-26 19:15:20.0000002,4.5,2015-06-26 19:15:20 UTC,-73.96376037597656,40.761322021484375,-73.9636459350586,40.75459289550781,1
43453,2015-05-17 17:00:18.0000001,10.5,2015-05-17 17:00:18 UTC,-73.98204040527344,40.77523040771485,-73.97955322265625,40.784194946289055,1
62919,2010-06-29 07:56:00.000000151,7.3,2010-06-29 07:56:00 UTC,-73.989085,40.75786,-73.976968,40.750493,1
41477,2013-01-08 20:36:24.0000001,12.0,2013-01-08 20:36:24 UTC,-73.98603,40.747412,-73.996572,40.715629,2
11327,2011-01-14 20:48:00.000000219,12.9,2011-01-14 20:48:00 UTC,-73.95513000000003,40.769017,-73.985283,40.74472700000001,5
34238,2009-01-09 08:34:00.00000078,27.45000000000001,2009-01-09 08:34:00 UTC,-73.98831,40.764435,-73.8698,40.742397,5
28733,2013-02-15 22:26:00.000000188,14.0,2013-02-15 22:26:00 UTC,-74.016757,40.709265,-73.990808,40.731472,5
95185,2009-09-06 03:48:09.0000002,4.1,2009-09-06 03:48:09 UTC,-73.92394399999998,40.761345,-73.91860799999998,40.769638,2
54877,2010-01-27 21:05:24.0000004,4.9,2010-01-27 21:05:24 UTC,-73.959875,40.78201,-73.959875,40.78201,1
95817,2010-06-30 22:54:00.000000239,9.3,2010-06-30 22:54:00 UTC,-73.98149699999998,40.779827,-73.99925,40.744768,1
66826,2009-11-23 17:30:00.000000172,3.7,2009-11-23 17:30:00 UTC,-73.952587,40.776888,-73.948465,40.778175,2
70358,2013-12-13 15:16:58.0000001,27.33,2013-12-13 15:16:58 UTC,-73.87273,40.774061,-73.938751,40.805016,1
35364,2011-06-11 19:32:00.00000099,4.5,2011-06-11 19:32:00 UTC,-73.972533,40.76498,-73.977343,40.761463,1
93756,2013-07-06 08:11:33.0000001,6.5,2013-07-06 08:11:33 UTC,-73.97984100000002,40.776217,-73.983329,40.760008,1
51037,2010-09-16 17:51:07.0000002,10.1,2010-09-16 17:51:07 UTC,-73.993662,40.751705,-73.991813,40.77062700000001,1
8555,2012-07-28 11:28:00.000000107,7.3,2012-07-28 11:28:00 UTC,-73.994225,40.73209,-73.974277,40.75115200000001,3
22379,2014-04-23 22:03:00.00000051,9.5,2014-04-23 22:03:00 UTC,-73.992297,40.738052,-73.981257,40.762832,1
27035,2011-08-20 16:23:00.000000137,6.5,2011-08-20 16:23:00 UTC,-73.998442,40.723747,-73.988682,40.731015,2
54724,2009-11-18 06:27:19.0000001,8.1,2009-11-18 06:27:19 UTC,-73.989446,40.774451,-73.962257,40.774602,1
87966,2012-12-06 14:39:00.000000187,25.5,2012-12-06 14:39:00 UTC,-74.010615,40.70906,-73.953577,40.767012,4
64136,2011-01-09 21:27:36.0000002,7.3,2011-01-09 21:27:36 UTC,-73.990648,40.729931,-74.004367,40.708297,3
41270,2011-11-04 06:46:00.000000116,7.3,2011-11-04 06:46:00 UTC,-73.95546,40.779583,-73.974373,40.75315300000001,1
60678,2012-12-31 19:14:00.00000020,11.0,2012-12-31 19:14:00 UTC,-73.976917,40.752647,-73.981495,40.774545,1
49204,2013-11-21 20:24:00.000000175,9.0,2013-11-21 20:24:00 UTC,-73.985228,40.747045,-74.00880699999998,40.738132,1
91887,2013-12-05 11:33:10.0000001,9.0,2013-12-05 11:33:10 UTC,-73.978746,40.745329,-73.96552,40.755215,1
40617,2014-05-02 08:19:00.000000212,3.5,2014-05-02 08:19:00 UTC,-73.95168699999998,40.769847,-73.951388,40.774092,1
63381,2010-02-03 23:22:04.0000001,6.1,2010-02-03 23:22:04 UTC,-74.000384,40.74616,-73.993229,40.730948,2
7536,2009-05-27 15:08:00.00000071,13.3,2009-05-27 15:08:00 UTC,-73.965175,40.791013,-73.944075,40.775972,1
85780,2015-06-01 05:38:23.0000002,4.5,2015-06-01 05:38:23 UTC,-73.9808578491211,40.74206161499024,-73.97462463378906,40.75144577026367,3
79158,2013-07-31 15:28:00.00000011,39.83,2013-07-31 15:28:00 UTC,-73.86304,40.769947,-73.98408,40.753617,1
31396,2015-03-26 19:56:25.0000006,9.0,2015-03-26 19:56:25 UTC,-73.98793029785155,40.75960540771485,-73.9761734008789,40.78219223022461,2
72323,2014-11-20 21:22:00.000000157,9.0,2014-11-20 21:22:00 UTC,-74.00001,40.72805,-74.01774,40.70951,1
15206,2009-10-22 15:43:00.000000147,11.3,2009-10-22 15:43:00 UTC,-73.983253,40.765873,-73.97754300000003,40.751882,1
77651,2012-12-14 00:13:06.0000003,10.0,2012-12-14 00:13:06 UTC,-74.00562,40.748363,-73.976965,40.780003,1
2473,2010-01-03 20:07:27.0000001,5.3,2010-01-03 20:07:27 UTC,-73.991322,40.750456,-74.002442,40.73438400000001,1
42905,2014-04-20 21:50:47.0000001,7.0,2014-04-20 21:50:47 UTC,-73.97236,40.749548,-73.986547,40.730277,1
80987,2013-03-18 14:00:00.00000065,6.0,2013-03-18 14:00:00 UTC,-73.959755,40.779672,-73.969285,40.76941,1
60617,2009-11-23 14:16:00.000000171,8.5,2009-11-23 14:16:00 UTC,-74.006208,40.74005800000001,-73.98904300000002,40.75285,3
39936,2010-05-01 19:34:00.00000018,4.5,2010-05-01 19:34:00 UTC,-73.993312,40.732553,-73.9905,40.724733,1
61372,2013-09-13 14:45:08.0000002,6.5,2013-09-13 14:45:08 UTC,-73.979287,40.751961,-73.978112,40.753043,1
59071,2015-05-19 19:41:03.0000003,4.0,2015-05-19 19:41:03 UTC,-73.98411560058595,40.725410461425774,-73.9880599975586,40.7188835144043,2
98601,2013-07-26 23:02:00.00000019,9.0,2013-07-26 23:02:00 UTC,-73.981388,40.741382,-73.958837,40.760652,2
68384,2011-07-01 17:28:00.000000175,33.7,2011-07-01 17:28:00 UTC,-74.003555,40.70635,-73.88136,40.839605,1
15568,2009-11-21 02:16:00.00000020,9.3,2009-11-21 02:16:00 UTC,-74.006137,40.739428,-73.99219699999998,40.764307,1
24420,2014-10-25 11:37:00.00000079,6.5,2014-10-25 11:37:00 UTC,-73.984607,40.768855,-73.987905,40.757437,1
97907,2012-01-24 08:56:57.0000005,6.5,2012-01-24 08:56:57 UTC,-73.960523,40.775435,-73.971137,40.760285,1
21743,2014-08-18 11:16:00.00000086,7.0,2014-08-18 11:16:00 UTC,-73.97066,40.79883,-73.97487,40.78275,3
20873,2013-09-10 21:30:00.000000242,16.5,2013-09-10 21:30:00 UTC,-74.006575,40.732017,-73.97799,40.788927,1
5609,2010-12-17 10:56:32.0000001,6.1,2010-12-17 10:56:32 UTC,-73.953396,40.77098400000001,-73.955332,40.782526,1
70784,2012-12-15 11:29:00.000000157,9.0,2012-12-15 11:29:00 UTC,-73.97169699999998,40.787125,-73.970872,40.768372,2
25022,2012-06-06 15:35:54.0000004,6.5,2012-06-06 15:35:54 UTC,-73.971414,40.782417,-73.97770200000002,40.78396,1
53257,2014-12-08 22:36:04.0000001,9.5,2014-12-08 22:36:04 UTC,-74.004458,40.747763,-73.99826,40.725166,1
47476,2009-04-28 21:35:34.0000003,10.1,2009-04-28 21:35:34 UTC,-73.996144,40.732456,-73.980529,40.762805,2
99187,2011-11-30 15:41:29.0000002,49.8,2011-11-30 15:41:29 UTC,-73.7817,40.6448,-73.9769,40.7536,1
96010,2012-05-01 09:24:26.0000007,4.5,2012-05-01 09:24:26 UTC,-73.97912099999998,40.752849,-73.973258,40.760201,1
18696,2012-01-11 15:48:00.000000209,10.1,2012-01-11 15:48:00 UTC,-73.964285,40.77624,-73.988285,40.74351,3
72484,2015-03-06 18:32:14.0000004,15.5,2015-03-06 18:32:14 UTC,-73.9905548095703,40.73065185546875,-73.9684066772461,40.75792694091797,1
60336,2011-02-20 12:49:00.00000097,4.9,2011-02-20 12:49:00 UTC,-73.95699,40.744597,-73.970363,40.750193,5
43301,2013-05-25 13:43:59.0000002,52.0,2013-05-25 13:43:59 UTC,-73.98400600000002,40.737761,-73.787586,40.641605,1
65118,2013-07-16 19:48:00.000000185,14.0,2013-07-16 19:48:00 UTC,-73.98288199999998,40.756057,-73.964077,40.802592,1
151,2015-01-19 00:49:59.0000002,6.5,2015-01-19 00:49:59 UTC,-74.00027465820312,40.727298736572266,-74.00540924072266,40.7381248474121,1
66678,2011-03-02 14:30:00.000000144,4.9,2011-03-02 14:30:00 UTC,-73.97205500000003,40.754067,-73.962548,40.769667,1
89516,2011-07-25 15:06:52.0000001,9.3,2011-07-25 15:06:52 UTC,-73.991564,40.747097,-73.97832700000002,40.754914,1
37201,2012-03-04 16:43:00.000000132,17.7,2012-03-04 16:43:00 UTC,-73.977717,40.763837,-73.920575,40.759795,1
37217,2009-11-09 09:28:26.0000003,12.1,2009-11-09 09:28:26 UTC,-73.984879,40.722674,-73.978316,40.758209,1
37903,2014-04-13 13:19:11.0000001,10.0,2014-04-13 13:19:11 UTC,-73.965825,40.75451,-73.951646,40.785229,1
29501,2013-06-23 07:47:00.0000007,6.0,2013-06-23 07:47:00 UTC,-73.949188,40.797155,-73.961798,40.800787,2
94000,2011-06-06 07:57:00.00000017,6.5,2011-06-06 07:57:00 UTC,-73.983525,40.738248,-73.971537,40.762053,5
18157,2009-09-18 18:35:55.0000002,8.9,2009-09-18 18:35:55 UTC,-73.981042,40.759563,-73.99625,40.743383,1
3298,2009-04-04 02:34:00.00000036,4.9,2009-04-04 02:34:00 UTC,-73.972837,40.793278,-73.963893,40.80773,5
14332,2010-02-24 20:09:00.000000259,6.9,2010-02-24 20:09:00 UTC,-73.988357,40.745848,-73.98444,40.762685,3
90231,2011-02-27 19:10:00.000000173,6.1,2011-02-27 19:10:00 UTC,-74.001908,40.740487,-73.996875,40.756165,1
76215,2012-07-15 22:56:39.0000001,32.5,2012-07-15 22:56:39 UTC,-73.988718,40.769255,-73.959923,40.659601,3
53531,2009-08-28 07:36:00.00000027,4.5,2009-08-28 07:36:00 UTC,-73.993957,40.724688,-74.002825,40.722167,2
7943,2010-03-26 12:59:24.0000007,6.1,2010-03-26 12:59:24 UTC,-73.980816,40.76036,-73.965451,40.754752,1
62543,2015-01-30 19:20:09.0000008,11.0,2015-01-30 19:20:09 UTC,-73.99422454833984,40.72648620605469,-73.97251892089844,40.74615859985352,1
64759,2011-06-04 19:17:00.000000204,13.7,2011-06-04 19:17:00 UTC,-73.9737,40.792278,-74.007925,40.74021,1
33958,2013-12-09 20:10:00.000000215,30.33,2013-12-09 20:10:00 UTC,-74.005315,40.729027,-73.96328199999998,40.640242,1
24203,2009-03-16 15:53:58.0000001,5.3,2009-03-16 15:53:58 UTC,-73.98295999999998,40.735185,-73.97701500000002,40.743437,1
67301,2009-12-17 14:36:51.0000003,5.7,2009-12-17 14:36:51 UTC,-73.963773,40.757984,-73.949394,40.773608,1
64931,2009-03-02 17:11:00.00000031,10.5,2009-03-02 17:11:00 UTC,-73.967517,40.800418,-73.990585,40.76136,1
34575,2015-06-29 14:05:16.0000001,6.5,2015-06-29 14:05:16 UTC,-73.9557342529297,40.77002716064453,-73.95765686035155,40.77386474609375,1
2061,2011-09-24 19:57:58.0000003,10.5,2011-09-24 19:57:58 UTC,-73.974316,40.791392,-73.98277399999998,40.763741,4
22991,2014-09-06 19:31:00.00000037,6.5,2014-09-06 19:31:00 UTC,-73.983132,40.73492,-73.984285,40.725587,1
44640,2013-01-16 07:29:00.00000020,4.5,2013-01-16 07:29:00 UTC,-73.977712,40.763367,-73.970318,40.765317,6
72831,2011-01-30 10:22:00.000000145,4.9,2011-01-30 10:22:00 UTC,-73.98846,40.750255,-73.99558499999998,40.746542,5
34755,2011-02-05 01:26:00.000000212,10.5,2011-02-05 01:26:00 UTC,-73.973538,40.74355300000001,-73.938857,40.791635,1
51805,2010-08-23 22:07:00.000000132,38.67,2010-08-23 22:07:00 UTC,-73.97874300000002,40.75227,-74.003848,40.609472,1
91881,2010-05-13 15:57:00.0000009,7.3,2010-05-13 15:57:00 UTC,-74.00435300000002,40.752738,-73.9943,40.764118,1
25504,2009-07-09 23:45:00.000000118,7.7,2009-07-09 23:45:00 UTC,-73.97867,40.754933,-73.95298000000003,40.77703,5
74479,2012-10-09 21:17:39.0000007,7.0,2012-10-09 21:17:39 UTC,-73.981092,40.7656,-73.98549200000002,40.747213,1
38007,2012-09-25 07:13:08.0000002,6.0,2012-09-25 07:13:08 UTC,-73.96696800000002,40.756537,-73.974255,40.760248,1
75608,2013-08-17 15:22:40.0000001,15.0,2013-08-17 15:22:40 UTC,-74.008185,40.751603,-74.004364,40.705865,1
57403,2014-06-11 07:34:41.0000003,13.5,2014-06-11 07:34:41 UTC,-73.990086,40.756495,-73.95574599999998,40.764148,2
78727,2013-03-02 17:58:00.000000127,6.5,2013-03-02 17:58:00 UTC,-73.956907,40.76667,-73.94414,40.778012,1
31956,2009-06-21 02:20:00.00000099,5.7,2009-06-21 02:20:00 UTC,-73.997828,40.761602,-73.983815,40.749588,2
86355,2011-10-20 22:15:03.0000004,18.5,2011-10-20 22:15:03 UTC,-73.987926,40.724096,-73.95980899999998,40.801372,2
37590,2011-05-25 23:55:33.0000002,4.9,2011-05-25 23:55:33 UTC,-73.955096,40.773311,-73.94249,40.786151,1
5911,2015-01-13 14:16:07.0000003,9.0,2015-01-13 14:16:07 UTC,-73.99160766601562,40.73145294189453,-73.99974822998048,40.745849609375,6
49524,2011-09-05 01:38:22.0000001,7.3,2011-09-05 01:38:22 UTC,-73.985339,40.750317,-73.99264699999998,40.765027,2
92770,2009-12-15 22:02:29.0000003,6.5,2009-12-15 22:02:29 UTC,0.0,0.0,-73.981767,40.742409,1
52872,2014-10-25 10:45:00.0000004,11.0,2014-10-25 10:45:00 UTC,-73.98987,40.74175,-73.95772,40.7659,6
31659,2012-04-17 17:32:04.0000001,5.7,2012-04-17 17:32:04 UTC,-73.96065,40.76992,-73.962086,40.778861,1
74394,2014-10-23 21:52:20.0000004,31.0,2014-10-23 21:52:20 UTC,-73.98971,40.679788,-73.87107900000002,40.774223,1
12207,2011-01-04 10:30:20.0000004,7.3,2011-01-04 10:30:20 UTC,-73.98484599999998,40.778645,-73.99600500000003,40.748419,2
45686,2014-04-13 10:42:24.0000004,7.0,2014-04-13 10:42:24 UTC,-73.989503,40.740191,-74.003211,40.733031,1
34908,2014-02-16 22:36:49.0000002,7.5,2014-02-16 22:36:49 UTC,-73.987833,40.747988,-74.002333,40.745129,1
82647,2010-03-22 13:06:00.00000088,5.7,2010-03-22 13:06:00 UTC,-73.994035,40.751177,-73.988968,40.761853,5
37554,2014-03-11 15:00:46.0000002,5.5,2014-03-11 15:00:46 UTC,-73.941948,40.791366,-73.932215,40.795496,1
14710,2010-06-29 08:37:00.000000167,5.7,2010-06-29 08:37:00 UTC,-73.98064699999998,40.748883,-73.985353,40.73574,1
92507,2013-10-12 21:53:00.0000008,5.0,2013-10-12 21:53:00 UTC,-73.97663,40.78044000000001,-73.98621800000002,40.777547,2
51651,2014-04-02 21:28:58.0000002,57.33,2014-04-02 21:28:58 UTC,-73.783525,40.64855,-73.973283,40.755233,1
24099,2010-01-30 17:29:59.0000001,9.7,2010-01-30 17:29:59 UTC,-73.95003299999998,40.780268,-73.975954,40.759975,1
28380,2012-10-03 14:41:10.0000002,7.0,2012-10-03 14:41:10 UTC,-73.994169,40.740972,-73.998143,40.756083,1
73862,2015-05-01 20:46:05.0000006,4.5,2015-05-01 20:46:05 UTC,-74.00537872314453,40.7209587097168,-74.00021362304686,40.7269401550293,5
21429,2012-05-18 21:15:29.0000003,6.1,2012-05-18 21:15:29 UTC,-73.98395699999998,40.742098,-73.969809,40.756769,2
45650,2009-04-12 18:49:00.00000084,5.3,2009-04-12 18:49:00 UTC,-73.952828,40.78641500000001,-73.94563199999997,40.778182,1
11543,2010-10-01 23:18:22.0000002,4.1,2010-10-01 23:18:22 UTC,-74.00851,40.725952,-73.997504,40.722498,1
26319,2013-08-19 07:31:00.000000158,19.5,2013-08-19 07:31:00 UTC,-73.984767,40.761592,-74.014535,40.704237,1
31088,2009-05-31 16:06:08.0000001,6.5,2009-05-31 16:06:08 UTC,-73.989336,40.768199,-73.978053,40.766444,1
74461,2013-03-08 06:33:40.0000003,10.0,2013-03-08 06:33:40 UTC,-73.958117,40.777309,-73.976734,40.756221,1
57353,2009-11-21 17:27:00.0000006,5.7,2009-11-21 17:27:00 UTC,-73.977727,40.758337,-73.96677199999998,40.757733,1
61868,2014-02-12 12:33:00.000000186,6.5,2014-02-12 12:33:00 UTC,-73.980637,40.766042,-73.98005500000002,40.75317,2
